Motorik Kasar,Motorik Halus,Komunikasi/Bahasa Lisan,Ekspresif,Menyimak,Kemampuan Pra Akademik,Membaca/Menulis,Sosial Skill,age,growth,avg_score
2,3,4,2,3,2,2,4,5,0,2.75
1,3,4,3,3,4,4,4,4,0,3.25
2,3,3,1,1,2,4,3,3,1,2.375
3,3,2,4,1,2,2,1,5,1,2.25
1,2,3,2,4,4,1,3,3,2,2.5
4,3,4,4,1,2,4,2,2,2,3.0
2,4,1,1,2,3,3,4,3,0,2.5
3,4,2,1,2,4,2,1,0,1,2.375
4,3,3,2,4,3,2,2,5,1,2.875
4,3,4,3,1,3,2,2,5,0,2.75
4,3,2,3,2,3,1,3,1,2,2.625
3,4,3,1,3,1,2,4,1,0,2.625
1,3,2,2,4,3,4,1,2,1,2.5
1,2,2,4,1,3,2,2,2,0,2.125
1,3,2,1,3,4,2,3,4,1,2.375
4,4,1,3,2,4,2,4,0,1,3.0
3,4,1,4,2,4,2,3,0,2,2.875
1,4,1,4,2,2,3,3,4,0,2.5
2,2,3,2,2,1,4,3,0,1,2.375
3,1,4,1,1,4,3,3,5,1,2.5
2,2,4,4,2,3,4,3,3,1,3.0
1,3,1,1,2,4,1,2,2,2,1.875
4,1,1,2,2,2,3,3,3,1,2.25
2,1,4,1,4,1,1,3,3,2,2.125
3,2,3,4,1,4,1,2,5,0,2.5
2,3,4,4,4,4,3,1,5,0,3.125
1,1,4,4,4,2,3,2,2,1,2.625
4,1,2,2,1,4,3,3,2,2,2.5
2,3,3,3,2,3,3,3,2,2,2.75
2,3,3,2,1,2,4,3,0,1,2.5
1,1,2,1,4,1,1,4,0,0,1.875
1,2,1,2,4,4,4,3,4,2,2.625
2,4,3,3,2,1,4,4,0,1,2.875
2,2,1,2,4,3,3,1,2,0,2.25
4,2,3,3,3,4,3,1,4,1,2.875
4,3,1,1,3,2,3,2,2,0,2.375
2,2,3,3,4,1,3,3,3,0,2.625
4,4,3,2,2,1,1,4,0,2,2.625
3,3,2,1,1,1,3,2,4,2,2.0
2,2,2,1,3,2,4,2,5,2,2.25
4,1,1,2,4,2,1,4,3,1,2.375
1,3,2,3,2,3,4,3,5,0,2.625
3,1,1,3,2,3,2,3,5,2,2.25
2,2,3,1,4,2,2,3,1,2,2.375
2,3,1,3,1,4,4,4,0,0,2.75
3,3,4,2,1,2,1,2,1,1,2.25
3,3,3,4,2,3,3,2,5,2,2.875
4,1,1,2,1,4,4,2,5,0,2.375
1,4,1,4,4,3,1,1,2,0,2.375
2,3,4,3,3,4,2,4,1,1,3.125
3,3,4,1,2,4,4,4,3,1,3.125
2,3,1,3,3,2,3,2,1,0,2.375
2,4,4,2,2,1,4,4,3,1,2.875
4,4,3,1,4,2,2,1,4,1,2.625
3,2,2,2,2,3,4,2,5,2,2.5
2,4,4,2,1,3,3,4,5,1,2.875
1,1,1,2,1,2,2,3,2,1,1.625
4,2,2,2,3,1,1,1,5,1,2.0
2,3,2,1,1,4,3,3,1,1,2.375
1,2,4,1,1,4,2,2,5,2,2.125
2,4,1,4,2,4,1,3,1,1,2.625
3,3,2,3,1,2,4,2,4,2,2.5
3,1,2,4,3,1,3,4,0,2,2.625
4,1,3,3,4,4,1,1,3,1,2.625
4,4,3,2,1,1,3,2,2,0,2.5
1,4,1,4,1,2,1,1,2,2,1.875
3,1,4,3,4,2,1,3,0,2,2.625
1,4,4,3,3,2,4,4,4,1,3.125
4,3,1,2,2,4,1,4,3,0,2.625
3,1,1,4,4,3,1,3,1,1,2.5
4,1,3,2,3,1,2,1,2,0,2.125
3,4,3,1,2,1,3,3,4,2,2.5
1,1,1,1,3,1,1,4,2,1,1.625
3,3,2,1,3,3,1,2,5,1,2.25
3,2,3,2,4,3,1,4,2,0,2.75
2,3,3,1,1,3,2,3,3,2,2.25
4,4,2,1,1,2,3,3,3,2,2.5
3,2,3,4,1,2,4,1,3,0,2.5
1,4,1,1,2,2,3,1,4,0,1.875
1,3,4,3,2,3,1,4,0,0,2.625
4,3,2,3,2,1,4,1,5,0,2.5
4,4,1,4,3,1,4,1,4,1,2.75
1,1,4,3,1,2,2,4,5,1,2.25
2,2,4,4,1,2,1,2,3,0,2.25
2,1,3,4,4,2,4,3,0,2,2.875
1,2,3,4,1,1,2,1,0,2,1.875
3,4,1,2,3,3,4,1,5,0,2.625
1,3,1,3,1,4,3,1,2,0,2.125
2,3,3,3,4,2,3,4,2,1,3.0
3,2,1,4,3,1,4,1,5,1,2.375
2,4,4,2,4,2,3,2,0,2,2.875
4,4,4,1,2,1,4,2,4,1,2.75
3,2,2,3,4,1,1,3,5,1,2.375
1,4,1,2,2,4,4,2,0,1,2.5
3,4,4,2,3,1,1,2,1,0,2.5
4,3,4,4,1,4,3,3,1,0,3.25
1,4,1,4,3,2,4,1,1,1,2.5
2,4,2,3,2,4,1,1,1,0,2.375
3,3,1,2,1,1,2,2,0,0,1.875
1,1,1,4,3,2,1,1,3,2,1.75
1,2,2,2,4,4,2,1,0,2,2.25
2,3,1,4,4,2,2,1,1,2,2.375
3,4,3,3,4,2,4,3,3,1,3.25
2,3,1,4,4,4,1,4,0,1,2.875
3,2,3,3,1,2,1,3,5,0,2.25
4,1,3,1,3,1,3,3,4,0,2.375
2,4,3,3,4,1,2,1,3,0,2.5
1,4,3,3,2,4,2,2,4,1,2.625
2,2,1,4,4,3,4,3,0,1,2.875
2,2,3,2,4,3,4,4,2,2,3.0
2,1,4,1,4,4,2,2,5,2,2.5
4,4,3,2,4,4,4,2,0,1,3.375
3,2,2,4,1,2,2,2,2,0,2.25
4,2,1,3,3,2,4,3,3,1,2.75
2,3,2,2,1,2,4,2,4,2,2.25
4,2,3,3,1,1,2,2,5,2,2.25
3,4,1,2,3,4,4,2,1,2,2.875
4,1,1,4,2,4,4,2,3,2,2.75
3,1,4,2,2,3,1,2,0,0,2.25
1,1,4,4,4,3,3,1,2,0,2.625
4,1,4,4,3,1,2,3,3,1,2.75
3,3,1,2,2,2,4,3,0,1,2.5
1,2,3,3,4,4,2,3,4,1,2.75
1,3,2,4,1,3,1,2,5,2,2.125
3,3,2,2,3,3,3,1,4,1,2.5
1,3,2,3,1,3,4,4,3,2,2.625
3,4,2,1,4,3,2,3,5,1,2.75
4,4,1,1,1,2,1,1,5,1,1.875
2,1,4,3,2,2,3,3,3,2,2.5
3,4,4,4,2,4,3,4,1,2,3.5
2,1,2,1,3,4,3,3,1,2,2.375
2,4,2,1,2,1,4,1,4,1,2.125
1,2,3,1,4,4,3,1,0,2,2.375
3,4,3,4,2,2,1,1,4,1,2.5
4,4,3,4,4,1,4,2,0,2,3.25
2,3,1,2,3,2,2,4,1,0,2.375
4,2,2,3,2,2,1,1,4,1,2.125
3,3,3,1,3,4,3,3,0,2,2.875
1,1,1,2,3,2,4,1,3,2,1.875
3,1,4,3,4,1,1,4,1,0,2.625
1,4,4,3,4,3,3,3,2,0,3.125
3,2,2,2,3,2,1,4,1,1,2.375
2,1,2,4,2,2,1,1,0,0,1.875
2,2,2,1,3,1,2,2,4,2,1.875
2,1,1,3,4,4,2,4,3,2,2.625
4,1,4,1,1,4,1,3,4,1,2.375
4,4,1,4,1,3,2,2,4,1,2.625
4,4,1,2,1,3,3,1,2,0,2.375
1,4,2,2,2,2,4,2,5,2,2.375
4,2,3,3,1,3,1,2,1,2,2.375
2,4,4,4,3,1,3,2,2,2,2.875
1,4,4,4,2,1,1,2,5,0,2.375
3,1,3,3,4,3,1,1,0,2,2.375
3,3,4,2,3,4,3,4,4,1,3.25
3,4,3,2,4,4,1,3,3,1,3.0
3,2,2,2,1,1,4,1,3,0,2.0
2,3,4,2,3,3,1,4,3,0,2.75
3,3,3,1,1,2,4,3,2,0,2.5
2,4,4,2,3,2,4,2,0,1,2.875
1,1,1,4,4,4,1,2,1,2,2.25
4,3,3,4,4,2,3,3,2,1,3.25
2,2,1,2,2,4,1,1,2,1,1.875
3,1,3,1,3,1,4,3,4,1,2.375
1,1,2,1,1,1,2,2,4,0,1.375
1,4,1,2,1,4,3,2,5,1,2.25
2,3,4,4,3,1,1,4,2,2,2.75
2,2,1,2,2,3,2,4,3,2,2.25
1,4,1,3,2,4,4,2,1,0,2.625
4,4,1,3,2,4,2,4,4,2,3.0
2,3,3,3,3,3,4,4,3,2,3.125
1,3,1,4,2,1,4,2,4,0,2.25
1,1,1,2,3,2,3,4,3,2,2.125
2,3,1,3,3,1,1,3,1,2,2.125
1,2,1,1,3,3,3,4,1,1,2.25
3,2,2,3,2,4,4,3,4,2,2.875
4,2,1,3,2,4,3,4,0,0,2.875
2,1,4,2,4,2,1,2,3,2,2.25
4,2,3,3,3,3,3,4,4,2,3.125
4,3,1,4,2,1,3,4,0,2,2.75
2,2,2,4,3,2,4,4,5,1,2.875
3,3,3,4,4,4,3,4,4,2,3.5
3,4,3,2,1,4,2,4,4,2,2.875
1,3,2,3,4,4,1,2,5,2,2.5
3,1,3,4,4,4,4,1,5,0,3.0
3,2,4,2,2,3,3,1,5,1,2.5
2,4,1,1,2,4,3,1,5,2,2.25
4,2,2,4,2,3,4,4,5,0,3.125
2,1,4,1,3,3,4,4,1,1,2.75
2,1,4,2,1,1,2,2,4,1,1.875
1,4,2,4,3,3,2,2,2,1,2.625
2,1,4,4,3,1,4,2,4,2,2.625
4,2,1,2,3,4,3,2,1,2,2.625
2,4,1,1,2,3,4,3,0,1,2.5
2,1,2,3,2,3,2,2,1,2,2.125
2,4,1,2,2,3,1,3,4,2,2.25
2,1,4,1,4,3,1,1,3,2,2.125
4,2,1,3,2,3,1,3,0,0,2.375
4,2,1,3,2,4,1,1,3,0,2.25
4,4,1,2,3,2,1,1,1,2,2.25
1,2,1,2,4,4,4,3,2,2,2.625
4,1,1,2,1,2,3,4,3,2,2.25
3,3,1,1,3,4,1,1,3,1,2.125
4,3,4,2,1,1,4,4,0,2,2.875
4,2,1,2,2,2,3,3,4,0,2.375
3,1,2,2,2,3,3,2,3,1,2.25
1,3,3,1,4,2,1,1,0,1,2.0
1,2,2,4,4,2,3,4,1,2,2.75
4,2,4,2,2,1,3,1,5,0,2.375
2,4,2,3,1,4,3,1,0,1,2.5
1,1,4,3,3,3,1,2,1,0,2.25
4,4,4,1,2,1,3,2,0,0,2.625
4,4,1,4,1,2,3,1,4,0,2.5
3,1,3,2,4,1,3,3,0,1,2.5
2,1,1,2,2,3,1,2,3,2,1.75
3,1,2,3,4,3,4,4,4,2,3.0
1,4,2,2,4,4,3,4,3,2,3.0
2,2,1,3,3,3,4,4,3,1,2.75
3,4,1,2,1,2,4,4,2,1,2.625
3,4,1,1,4,1,3,3,4,0,2.5
3,4,3,3,3,2,2,3,2,1,2.875
4,4,1,3,1,4,1,1,5,1,2.375
4,2,4,4,1,1,1,4,2,2,2.625
1,3,1,2,3,4,3,1,3,2,2.25
2,2,2,3,2,2,2,1,4,0,2.0
1,4,2,1,3,2,4,3,1,1,2.5
4,1,3,2,3,3,4,1,3,1,2.625
1,4,3,2,1,2,2,2,5,0,2.125
3,2,3,4,1,4,1,4,3,1,2.75
2,3,4,3,1,2,1,4,4,1,2.5
2,2,1,3,1,1,3,3,5,1,2.0
1,3,1,2,4,2,4,1,1,1,2.25
4,2,2,1,3,3,3,4,5,0,2.75
1,2,4,4,1,3,1,1,2,1,2.125
4,1,2,3,2,3,4,2,4,2,2.625
3,1,2,3,1,4,3,1,0,2,2.25
1,3,1,3,2,2,3,3,4,0,2.25
1,1,2,1,3,1,3,4,5,2,2.0
2,3,1,4,4,1,4,3,2,2,2.75
1,3,2,4,3,2,4,1,5,1,2.5
2,4,2,4,2,3,2,1,1,1,2.5
1,2,1,3,4,4,1,4,4,0,2.5
2,2,1,4,1,3,3,2,1,2,2.25
4,1,4,2,3,3,1,3,2,0,2.625
1,2,4,4,3,2,2,4,5,1,2.75
2,2,4,4,4,2,1,1,0,2,2.5
1,3,3,2,4,2,2,4,0,1,2.625
1,1,4,3,2,4,2,1,1,2,2.25
1,1,2,1,4,4,4,3,1,1,2.5
4,2,3,1,1,1,2,4,4,2,2.25
1,4,3,4,4,3,3,1,4,2,2.875
2,3,2,3,3,3,4,1,2,0,2.625
1,3,1,1,4,2,4,4,3,2,2.5
1,3,1,1,4,4,4,4,3,2,2.75
2,3,3,4,1,4,1,3,2,0,2.625
4,3,4,2,3,1,1,3,1,2,2.625
3,3,4,4,3,2,2,2,2,0,2.875
3,1,4,1,3,1,1,1,2,1,1.875
1,3,4,2,2,2,2,3,1,1,2.375
4,1,3,4,4,3,1,3,4,2,2.875
3,2,3,3,3,3,1,3,2,0,2.625
1,1,1,3,3,4,4,4,2,1,2.625
3,4,2,1,4,4,3,4,1,1,3.125
2,2,3,3,2,3,1,3,3,0,2.375
2,3,3,2,1,4,2,1,0,2,2.25
1,1,3,1,3,2,2,1,1,1,1.75
3,3,2,3,4,3,3,1,4,1,2.75
4,2,1,3,3,1,4,3,4,1,2.625
2,2,3,2,1,1,3,4,5,2,2.25
2,3,1,4,3,3,4,3,3,1,2.875
4,3,1,3,2,1,4,4,2,1,2.75
3,3,2,4,1,1,2,1,3,1,2.125
1,2,2,4,1,1,4,1,4,1,2.0
4,2,2,3,2,4,3,2,2,2,2.75
3,1,2,1,4,3,4,2,5,0,2.5
3,2,1,1,3,4,3,3,1,2,2.5
4,1,3,1,2,3,1,2,1,2,2.125
3,1,1,1,2,3,4,3,2,2,2.25
2,3,3,1,3,2,4,2,5,2,2.5
3,1,4,2,3,1,1,1,3,1,2.0
1,2,1,2,2,3,3,2,0,2,2.0
2,3,2,2,3,3,1,2,3,0,2.25
2,3,3,2,4,3,3,1,2,1,2.625
1,1,1,3,2,2,3,2,0,0,1.875
2,2,3,1,4,3,4,1,4,0,2.5
3,1,4,2,2,1,4,3,0,1,2.5
1,2,2,2,2,4,3,2,3,0,2.25
4,1,4,3,4,2,4,2,5,2,3.0
1,4,4,3,2,3,2,4,1,1,2.875
3,2,2,2,2,3,1,2,2,1,2.125
2,3,4,3,2,2,3,1,3,0,2.5
4,2,4,3,2,1,2,2,0,2,2.5
4,2,1,3,2,2,2,2,4,1,2.25
1,4,1,1,1,1,2,3,1,0,1.75
2,4,4,4,4,3,1,3,5,0,3.125
4,3,4,3,1,3,4,4,5,1,3.25
4,4,2,4,3,2,1,1,0,1,2.625
2,3,4,1,4,2,2,2,2,1,2.5
1,4,4,2,4,3,1,2,0,0,2.625
1,2,2,2,1,3,1,4,3,1,2.0
4,1,2,1,3,4,2,1,0,0,2.25
4,4,3,2,4,1,1,1,0,1,2.5
2,2,1,2,4,2,3,3,4,0,2.375
4,2,1,3,1,2,3,2,3,1,2.25
4,1,2,2,4,2,1,1,3,1,2.125
4,2,3,1,1,3,1,2,4,2,2.125
3,2,2,1,3,2,2,3,5,0,2.25
1,3,4,4,4,3,2,3,1,1,3.0
1,4,4,4,1,3,3,1,1,2,2.625
4,1,3,1,1,3,4,1,3,2,2.25
4,2,4,2,3,2,2,1,5,2,2.5
2,4,4,4,3,2,1,4,5,0,3.0
2,2,1,3,2,1,4,1,5,1,2.0
3,2,1,1,4,2,1,4,0,0,2.25
4,3,1,2,3,4,4,3,0,0,3.0
3,1,3,2,3,3,3,1,3,2,2.375
1,1,2,1,3,1,3,3,1,1,1.875
3,4,4,3,1,1,1,2,0,1,2.375
4,4,4,1,4,1,4,4,1,1,3.25
2,3,1,1,1,3,1,3,3,1,1.875
1,1,3,2,3,4,4,1,1,2,2.375
1,1,1,3,4,1,1,4,0,1,2.0
2,1,4,3,2,1,1,4,5,1,2.25
3,3,2,2,4,4,3,3,0,0,3.0
4,2,2,2,3,1,4,2,0,1,2.5
1,1,3,4,4,2,4,4,4,0,2.875
1,1,1,1,3,2,3,3,0,0,1.875
1,4,4,4,1,3,2,2,0,1,2.625
3,4,1,2,3,2,2,4,3,2,2.625
1,3,1,1,2,2,3,3,2,1,2.0
4,4,1,3,4,2,1,3,0,2,2.75
4,1,4,3,1,1,4,3,1,2,2.625
4,3,1,3,1,2,3,1,3,0,2.25
1,1,2,2,3,4,1,1,3,2,1.875
4,4,3,2,1,1,3,3,4,1,2.625
3,4,4,3,2,3,1,2,1,2,2.75
3,4,1,4,3,4,1,4,0,1,3.0
1,1,3,1,1,2,3,1,0,1,1.625
2,3,3,4,1,2,3,4,2,0,2.75
4,4,3,1,1,4,2,4,4,2,2.875
4,4,1,2,2,3,1,2,0,1,2.375
1,4,3,1,4,1,4,4,0,1,2.75
4,4,3,4,3,1,1,3,5,2,2.875
3,3,3,3,3,2,3,3,0,0,2.875
1,3,4,2,1,1,4,4,1,2,2.5
2,3,3,2,1,1,1,1,1,1,1.75
2,1,1,1,2,4,2,1,1,1,1.75
4,4,4,1,1,3,4,2,5,0,2.875
1,3,4,3,2,1,3,2,5,1,2.375
2,2,1,1,1,1,3,1,5,2,1.5
1,1,1,2,1,1,2,4,4,1,1.625
1,4,4,3,3,2,3,1,0,2,2.625
4,3,4,2,1,4,4,1,5,0,2.875
4,2,3,2,1,2,1,2,1,0,2.125
1,2,2,3,4,1,3,3,5,2,2.375
4,3,4,1,3,4,4,1,1,0,3.0
4,1,2,2,1,4,2,4,1,0,2.5
1,2,4,4,2,2,3,1,5,2,2.375
4,2,4,1,3,2,4,3,3,0,2.875
1,4,2,2,2,1,1,4,2,2,2.125
3,3,2,4,4,3,4,4,1,1,3.375
3,4,2,2,2,4,1,4,1,2,2.75
3,3,1,4,4,3,3,4,0,0,3.125
3,1,3,4,3,3,1,1,0,2,2.375
4,3,3,3,2,2,4,4,3,0,3.125
2,2,1,4,2,3,2,1,0,1,2.125
2,4,3,4,4,1,1,2,1,1,2.625
3,1,4,2,3,3,3,2,3,0,2.625
4,4,3,4,4,1,2,3,4,2,3.125
4,1,2,3,4,4,2,4,1,1,3.0
1,1,2,3,1,3,4,1,4,0,2.0
4,4,4,4,1,3,1,4,2,0,3.125
2,3,4,4,3,2,4,1,0,0,2.875
2,4,4,2,3,1,1,4,5,2,2.625
4,2,4,2,4,1,1,4,4,2,2.75
2,4,4,3,2,2,2,3,4,0,2.75
1,1,4,2,2,2,2,2,3,1,2.0
4,1,2,1,3,4,4,4,5,1,2.875
3,4,1,4,1,1,4,1,1,2,2.375
1,3,2,2,2,3,2,3,3,0,2.25
4,4,2,4,2,4,3,1,4,2,3.0
3,2,1,2,3,4,4,1,3,0,2.5
4,4,4,3,1,2,4,2,3,0,3.0
3,2,3,1,1,4,4,2,1,1,2.5
4,2,1,1,3,4,4,1,1,2,2.5
1,2,2,4,4,4,1,3,4,2,2.625
1,3,3,4,2,4,2,4,3,1,2.875
1,4,1,1,4,4,3,2,0,0,2.5
2,1,1,1,1,3,1,4,5,2,1.75
3,1,1,4,1,2,4,3,1,1,2.375
3,1,3,4,3,2,2,4,5,1,2.75
1,2,1,4,3,1,1,3,3,1,2.0
1,1,4,1,1,1,4,1,2,1,1.75
2,1,4,1,2,3,2,2,5,0,2.125
1,1,2,2,4,4,3,3,0,0,2.5
2,1,4,3,1,4,3,2,4,0,2.5
1,4,4,1,4,3,2,2,0,1,2.625
1,2,3,3,4,1,2,3,3,0,2.375
3,4,3,2,2,2,2,1,2,1,2.375
1,3,3,2,1,3,1,2,1,0,2.0
2,2,4,2,2,3,2,1,2,1,2.25
1,3,3,4,1,2,1,4,0,1,2.375
1,3,4,3,3,4,3,4,1,1,3.125
4,2,1,1,3,1,2,1,0,1,1.875
2,4,3,2,3,1,4,4,5,1,2.875
3,1,3,2,3,2,2,1,4,2,2.125
4,3,1,3,1,4,2,3,3,2,2.625
1,2,2,2,1,1,3,1,5,1,1.625
4,3,2,3,4,4,4,4,3,2,3.5
4,3,4,3,3,1,4,2,2,2,3.0
4,4,2,4,4,2,1,3,5,0,3.0
3,4,1,2,1,3,2,4,1,1,2.5
3,4,1,4,3,2,1,4,0,1,2.75
1,3,1,3,2,1,1,2,4,0,1.75
2,1,1,3,1,1,2,2,1,1,1.625
4,4,4,3,2,4,3,2,1,0,3.25
4,4,4,1,1,1,3,4,2,1,2.75
3,2,1,1,4,4,2,4,1,0,2.625
2,1,3,1,2,4,2,1,0,1,2.0
3,1,3,2,1,2,3,4,5,1,2.375
4,2,1,3,4,2,3,4,5,0,2.875
3,3,1,3,4,2,2,3,2,0,2.625
4,3,2,1,4,1,2,1,5,0,2.25
1,4,4,3,2,3,1,1,3,1,2.375
2,4,1,3,3,2,3,1,1,0,2.375
4,1,1,2,2,2,2,1,0,1,1.875
3,4,1,1,3,1,4,1,3,2,2.25
1,3,2,3,2,3,4,3,0,1,2.625
3,3,4,1,2,2,3,3,1,2,2.625
2,4,1,3,1,4,2,3,4,1,2.5
3,1,3,2,4,1,3,1,5,1,2.25
2,3,4,4,1,4,4,1,2,2,2.875
4,4,2,2,1,3,3,4,2,2,2.875
1,2,4,3,3,1,1,1,0,1,2.0
2,4,4,2,1,3,2,1,0,0,2.375
1,1,4,3,2,4,2,3,0,2,2.5
1,4,3,2,1,4,1,1,4,1,2.125
3,4,3,1,2,2,3,3,3,1,2.625
2,4,4,1,2,1,1,2,4,1,2.125
1,1,3,1,2,2,1,1,1,1,1.5
1,4,4,1,3,3,1,4,3,2,2.625
1,3,2,2,4,4,3,2,3,0,2.625
2,3,3,4,3,2,3,3,0,1,2.875
2,2,4,4,1,1,2,2,5,0,2.25
4,1,1,1,1,1,2,2,2,0,1.625
3,1,1,2,2,3,3,1,3,2,2.0
4,4,4,2,3,3,2,1,5,0,2.875
2,4,1,1,4,1,4,3,3,2,2.5
2,1,4,4,1,4,3,1,5,0,2.5
2,1,2,3,4,1,4,4,1,2,2.625
2,3,3,4,4,2,3,4,2,2,3.125
2,3,2,3,1,2,3,3,5,0,2.375
1,1,4,2,2,4,2,2,1,2,2.25
1,3,1,3,2,1,1,2,0,1,1.75
2,4,4,1,4,3,4,1,1,1,2.875
2,1,2,2,4,1,1,1,3,2,1.75
4,3,1,4,1,3,2,2,3,2,2.5
3,1,3,3,2,3,2,2,4,1,2.375
4,1,4,3,1,3,3,2,1,0,2.625
1,3,1,1,1,2,1,1,4,0,1.375
3,3,1,2,2,2,4,4,0,2,2.625
2,4,2,2,2,3,1,2,4,2,2.25
1,1,3,4,2,1,2,3,0,1,2.125
4,1,4,2,3,3,1,3,4,0,2.625
1,1,2,1,3,3,4,2,1,2,2.125
1,3,2,4,4,1,1,1,5,1,2.125
2,3,4,2,4,3,2,1,3,2,2.625
3,3,2,1,2,4,1,1,1,2,2.125
3,2,2,1,1,3,4,2,2,1,2.25
2,4,1,3,2,4,4,3,5,2,2.875
3,3,3,3,2,1,1,1,2,2,2.125
3,2,1,4,2,2,4,1,1,0,2.375
1,2,2,4,4,2,1,4,1,0,2.5
2,1,3,3,1,2,4,1,4,0,2.125
1,1,4,1,3,2,3,4,5,0,2.375
4,2,4,2,4,3,2,2,3,2,2.875
4,1,4,2,4,2,1,4,4,0,2.75
2,4,1,1,2,4,2,3,1,0,2.375
4,3,2,4,2,1,3,2,4,2,2.625
2,2,3,4,4,2,4,3,2,0,3.0
3,2,1,4,2,3,1,3,0,1,2.375
4,4,2,2,1,2,3,3,1,0,2.625
3,2,1,2,1,3,4,4,4,2,2.5
1,4,4,3,1,4,2,1,0,2,2.5
1,4,3,4,3,3,1,1,5,0,2.5
4,1,4,4,4,1,1,4,2,1,2.875
1,2,4,1,3,1,2,3,0,0,2.125
4,1,2,2,1,3,4,2,4,1,2.375
4,2,2,2,1,2,1,4,4,0,2.25
4,1,3,4,4,1,4,4,1,1,3.125
3,1,2,4,4,2,2,1,3,2,2.375
4,3,4,2,4,3,1,1,5,2,2.75
4,1,4,1,3,2,3,2,0,2,2.5
2,1,3,2,1,3,3,3,1,1,2.25
4,1,1,1,1,1,3,1,5,1,1.625
3,2,2,1,4,1,4,2,5,0,2.375
4,1,3,3,2,3,3,4,5,0,2.875
1,3,2,4,4,2,2,3,3,2,2.625
3,4,1,3,3,4,4,3,1,1,3.125
3,3,2,4,1,4,3,4,3,1,3.0
4,2,2,4,3,1,1,1,2,1,2.25
4,2,1,2,1,3,4,4,3,2,2.625
2,3,1,2,4,3,3,4,0,0,2.75
1,3,4,2,1,4,1,3,1,2,2.375
2,4,4,4,3,1,1,1,1,1,2.5
3,2,4,3,1,1,3,1,2,0,2.25
1,4,4,2,2,1,4,4,4,0,2.75
4,1,3,1,4,3,2,3,1,2,2.625
4,4,3,2,3,2,3,3,0,0,3.0
4,1,4,4,4,3,1,4,5,1,3.125
4,4,2,1,4,4,1,4,2,0,3.0
1,3,2,4,3,3,3,3,3,2,2.75
3,4,2,2,1,1,1,2,1,1,2.0
2,2,2,1,2,1,3,2,0,2,1.875
3,4,1,2,1,4,4,2,5,2,2.625
3,2,3,4,2,2,3,1,0,0,2.5
1,1,4,4,3,4,1,1,2,0,2.375
4,2,4,2,2,2,1,4,3,0,2.625
2,2,3,1,3,2,4,3,0,2,2.5
4,3,4,3,3,1,1,3,1,1,2.75
1,1,1,1,1,1,4,3,4,2,1.625
2,2,1,3,1,2,2,3,5,1,2.0
4,3,2,2,2,3,2,2,5,1,2.5
4,4,2,3,4,2,2,4,1,1,3.125
1,1,3,1,1,4,3,1,1,0,1.875
1,1,4,4,3,3,3,3,5,0,2.75
1,3,3,2,2,2,4,3,3,0,2.5
4,1,4,4,1,3,4,3,4,0,3.0
4,4,2,1,1,1,2,2,1,0,2.125
1,1,1,3,4,2,1,1,5,2,1.75
1,2,4,4,3,4,4,4,3,0,3.25
4,3,2,2,2,1,3,4,1,0,2.625
2,4,3,4,2,2,2,1,5,2,2.5
3,4,2,3,1,3,4,4,1,1,3.0
4,2,4,3,2,3,1,2,4,0,2.625
1,2,4,3,1,3,1,3,3,1,2.25
2,4,2,3,4,4,4,1,5,2,3.0
3,4,2,3,1,1,4,2,1,2,2.5
4,1,2,3,3,4,3,2,2,1,2.75
4,4,1,2,1,3,4,2,4,1,2.625
3,1,4,4,4,2,2,2,4,2,2.75
1,4,4,3,2,2,1,3,1,2,2.5
3,1,2,2,3,1,4,4,3,0,2.5
3,1,1,1,2,3,2,3,1,1,2.0
1,1,3,2,4,3,2,4,3,0,2.5
2,1,2,3,4,3,1,2,0,2,2.25
4,1,1,4,3,4,4,4,5,2,3.125
4,4,3,3,2,3,3,2,0,1,3.0
3,4,3,4,1,2,2,2,2,2,2.625
1,3,1,1,2,2,1,2,0,2,1.625
1,2,4,1,3,2,2,4,4,1,2.375
1,4,1,2,3,4,1,1,0,0,2.125
3,3,3,4,3,2,4,3,2,1,3.125
4,3,3,4,4,2,1,4,2,2,3.125
2,2,1,3,2,2,3,3,2,2,2.25
4,1,3,2,1,1,2,3,3,1,2.125
4,2,2,2,2,1,4,4,4,1,2.625
2,3,4,2,4,2,4,3,4,1,3.0
4,1,4,1,4,1,1,4,5,0,2.5
1,3,3,4,2,4,2,2,3,1,2.625
2,3,4,1,1,4,3,1,1,0,2.375
3,2,1,1,2,2,3,1,0,0,1.875
2,4,4,1,3,2,3,2,4,0,2.625
3,1,3,4,3,4,3,4,4,1,3.125
2,1,2,3,1,4,1,1,5,0,1.875
4,2,3,1,2,1,2,1,2,1,2.0
2,4,1,1,3,3,4,2,2,1,2.5
1,4,4,3,4,4,4,3,0,1,3.375
3,3,2,3,3,4,4,3,2,2,3.125
2,2,2,1,2,4,4,1,1,1,2.25
2,2,3,1,1,1,1,2,0,0,1.625
1,2,4,2,4,2,4,1,3,0,2.5
3,4,3,3,1,3,2,2,0,0,2.625
3,1,1,1,1,3,4,4,3,2,2.25
4,4,1,1,4,2,1,2,2,2,2.375
4,4,2,4,3,2,1,2,0,0,2.75
3,1,1,1,3,2,3,4,0,1,2.25
4,2,3,4,4,4,4,4,1,2,3.625
1,3,3,1,1,4,2,1,4,0,2.0
4,2,1,3,3,3,3,3,0,0,2.75
